table,n,Ybar1,Ybar2,S2_1,S2_2,S12
Table 2.12,10,118.99596296864686,6.317163142960597,6483.206435844236,602.509959918445,47.78159115884861
Table 2.13,10,123.29749893913295,7.458335862716536,7523.178043442792,536.1174966358965,31.23760498362025
Table 2.14,10,5.288581869296304,7.598383503828065,602.1382352898762,519.1794933526007,310.8369088474893
