unit,y1_lower,y1_upper,y2_lower,y2_upper,prob
5,40.0,60.0,35.0,60.0,0.0255025502550255
5,60.0,80.0,-30.0,-15.0,0.017201720172017203
5,60.0,80.0,-15.0,5.0,0.0747074707470747
5,60.0,80.0,5.0,35.0,0.039003900390039
5,60.0,80.0,35.0,60.0,0.013001300130013
5,80.0,100.0,-30.0,-15.0,0.0288028802880288
5,80.0,100.0,-15.0,5.0,0.06260626062606262
5,80.0,100.0,5.0,35.0,0.0314031403140314
5,80.0,100.0,35.0,60.0,0.0083008300830083
5,100.0,120.0,-30.0,-15.0,0.0045004500450045
5,100.0,120.0,-15.0,5.0,0.021002100210021003
5,100.0,120.0,5.0,35.0,0.021702170217021702
5,100.0,120.0,35.0,60.0,0.005700570057005701
6,40.0,100.0,-30.0,-20.0,0.00830442552296857
6,40.0,100.0,-20.0,10.0,0.044255229685693266
6,40.0,100.0,10.0,40.0,0.01545253863134658
6,40.0,100.0,40.0,80.0,0.009986334489645749
6,40.0,100.0,80.0,130.0,0.007989067591716598
6,100.0,130.0,-30.0,-20.0,0.030799957952275834
6,100.0,130.0,-20.0,10.0,0.293598233995585
6,100.0,130.0,10.0,40.0,0.12782508146746557
6,100.0,130.0,40.0,80.0,0.051298223483653954
6,100.0,130.0,80.0,130.0,0.045726900031535796
6,130.0,170.0,-30.0,-20.0,0.009986334489645749
6,130.0,170.0,-20.0,10.0,0.08388520971302428
6,130.0,170.0,10.0,40.0,0.04961631451697677
6,130.0,170.0,40.0,80.0,0.019867549668874173
6,130.0,170.0,80.0,130.0,0.015137180700094607
6,170.0,210.0,-30.0,-20.0,0.00021023862083464735
6,170.0,210.0,-20.0,10.0,0.048985598654472835
6,170.0,210.0,10.0,40.0,0.022180174498055295
6,170.0,210.0,40.0,80.0,0.006832755177126038
6,170.0,210.0,80.0,130.0,0.0048354882791968885
6,210.0,250.0,-30.0,-20.0,0.008619783454220542
6,210.0,250.0,-20.0,10.0,0.04688321244612636
6,210.0,250.0,10.0,40.0,0.03300746347103963
6,210.0,250.0,40.0,80.0,0.008094186902133923
6,210.0,250.0,80.0,130.0,0.006622516556291392
7,40.0,90.0,-40.0,-20.0,0.001063726912290881
7,40.0,90.0,-20.0,0.0,0.06527415143603134
7,40.0,90.0,0.0,20.0,0.06575766366889083
7,40.0,90.0,20.0,40.0,0.056377526351416685
7,90.0,140.0,-40.0,-20.0,0.010540566676336911
7,90.0,140.0,-20.0,0.0,0.12174838023401993
7,90.0,140.0,0.0,20.0,0.09747606614447345
7,90.0,140.0,20.0,40.0,0.0447732327627889
7,140.0,190.0,-40.0,-20.0,0.01905038197466396
7,140.0,190.0,-20.0,0.0,0.10859684750024175
7,140.0,190.0,0.0,20.0,0.12097476066144472
7,140.0,190.0,20.0,40.0,0.09534861231989168
7,190.0,240.0,-40.0,-20.0,0.0018373464848660671
7,190.0,240.0,-20.0,0.0,0.0036746929697321342
7,190.0,240.0,0.0,20.0,0.004641717435451116
7,190.0,240.0,20.0,40.0,0.011507591142055894
7,240.0,290.0,-40.0,-20.0,0.030364568223576055
7,240.0,290.0,-20.0,0.0,0.08200367469296974
7,240.0,290.0,0.0,20.0,0.04738419882023015
7,240.0,290.0,20.0,40.0,0.011604293588627792
8,35.0,70.0,-38.0,-15.0,0.01418365202773692
8,35.0,70.0,-15.0,5.0,0.0709182601386846
8,35.0,70.0,5.0,25.0,0.038033200252153815
8,35.0,70.0,25.0,60.0,0.020277369195209078
8,70.0,135.0,-38.0,-15.0,0.018596343769699517
8,70.0,135.0,-15.0,5.0,0.02700147089724732
8,70.0,135.0,5.0,25.0,0.021748266442529942
8,70.0,135.0,25.0,60.0,0.016810254255095608
8,135.0,195.0,-38.0,-15.0,0.08247530993906282
8,135.0,195.0,-15.0,5.0,0.1690481193528052
8,135.0,195.0,5.0,25.0,0.10275267913427191
8,135.0,195.0,25.0,60.0,0.06797646564404286
8,195.0,255.0,-38.0,-15.0,0.04916999369615466
8,195.0,255.0,-15.0,5.0,0.17944946417314564
8,195.0,255.0,5.0,25.0,0.08678293759193109
8,195.0,255.0,25.0,60.0,0.03477621349022904
9,20.0,40.0,-45.0,-20.0,0.010828941063727837
9,20.0,40.0,-20.0,0.0,0.023862002874940103
9,20.0,40.0,0.0,30.0,0.011212266411116435
9,20.0,40.0,30.0,60.0,0.011499760421657882
9,40.0,60.0,-45.0,-20.0,0.05989458552946813
9,40.0,60.0,-20.0,0.0,0.21619549592716816
9,40.0,60.0,0.0,30.0,0.09065644465740297
9,40.0,60.0,30.0,60.0,0.06794441782462865
9,60.0,80.0,-45.0,-20.0,0.029228557738380446
9,60.0,80.0,-20.0,0.0,0.10503114518447532
9,60.0,80.0,0.0,30.0,0.07580258744609487
9,60.0,80.0,30.0,60.0,0.04983229516051748
9,80.0,100.0,-45.0,-20.0,0.04839482510781025
9,80.0,100.0,-20.0,0.0,0.026736942980354575
9,80.0,100.0,0.0,30.0,0.040536655486344025
9,80.0,100.0,30.0,60.0,0.03957834211787254
9,100.0,120.0,-45.0,-20.0,0.005749880210828941
9,100.0,120.0,-20.0,0.0,0.018687110685194058
9,100.0,120.0,0.0,30.0,0.026641111643507423
9,100.0,120.0,30.0,60.0,0.041686631528509814
10,200.0,250.0,-50.0,-20.0,0.012582573136206355
10,200.0,250.0,-30.0,0.0,0.0762294222501835
10,200.0,250.0,0.0,30.0,0.037328300304078854
10,200.0,250.0,30.0,60.0,0.023697179406521964
10,250.0,300.0,-50.0,-20.0,0.023697179406521964
10,250.0,300.0,-30.0,0.0,0.13085876061654608
10,250.0,300.0,0.0,30.0,0.18129390793750655
10,250.0,300.0,30.0,60.0,0.06626821851735347
10,300.0,350.0,-50.0,-20.0,0.014155394778232149
10,300.0,350.0,-30.0,0.0,0.13589178987102862
10,300.0,350.0,0.0,30.0,0.15455594002306805
10,300.0,350.0,30.0,60.0,0.040998217468805706
10,350.0,400.0,-30.0,0.0,0.020446681346335326
10,350.0,400.0,0.0,30.0,0.04728950403690888
10,350.0,400.0,30.0,60.0,0.03470693090070252
