n,Ybar,X1bar,SY_total,SX1_total,S2Y_total,S2X1_total,SY_mid,SX1_mid,S2Y_mid,S2X1_mid,"Cov_mid(Y,X1)","Corr_mid(Y,X1)","Corr_total(Y,X1)",beta0_sym,beta1_sym,pred_sym_low118,pred_sym_high126,beta0_low,beta1_low,pred_low_low118,pred_low_high126,beta0_up,beta1_up,pred_up_low118,pred_up_high126,beta0_mult,beta1_mult,beta2_mult
10,79.1,131.5,14.692061348451642,26.01313770642314,215.85666666666668,676.6833333333334,12.739309243440164,23.31201407000262,162.29000000000002,543.45,209.85000000000002,0.7066157232036824,0.5490773139016802,28.32205354678443,0.3861440794921336,73.8870549268562,76.97620756279326,28.600745846988367,0.34094247937620104,68.83195841338008,71.5594982483897,43.18830595301184,0.3191132308779368,80.84366719660838,83.39657304363189,13.806454139260335,-0.0385517792336769,0.8317151871154631
