metric,value
Ybar1,121.48460417318469
Ybar2,5.563565065228582
Ybar3,7.604031742577436
S_Y1,86.42597790755597
S_Y2,22.936982812127987
S_Y3,24.91576511450826
Cov12,42.58520029330178
Cov13,-15.205321607576124
Cov23,329.9826857753833
Corr12,0.021482167711928783
Corr13,-0.007061176708623387
Corr23,0.5774051269749529
